+----+-------------------------+-------------+-----------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| id | received_at             | type        | session_id      | payload                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 36 | 2026-02-27 00:36:10.663 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 48, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| 35 | 2026-02-27 00:36:10.648 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 54, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| 34 | 2026-02-27 00:36:10.629 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 63, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| 33 | 2026-02-27 00:36:10.613 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 73, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| 32 | 2026-02-27 00:36:10.596 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 91, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| 31 | 2026-02-27 00:36:10.580 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 114, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 30 | 2026-02-27 00:36:10.564 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 143, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 29 | 2026-02-27 00:36:10.547 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 176, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 28 | 2026-02-27 00:36:10.530 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 216, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 27 | 2026-02-27 00:36:10.516 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 250, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
